#84,#575
0,60
0,69
1,1
1,46
1,56
3,6
3,8
3,10
3,15
3,20
3,23
3,26
3,30
3,32
3,51
3,56
3,57
4,4
4,44
4,65
4,68
5,5
5,13
5,17
5,18
5,19
5,22
5,25
5,27
5,28
5,29
5,43
5,45
5,46
5,48
5,52
5,70
5,71
5,81
6,3
6,20
6,23
6,30
6,43
7,7
7,67
7,69
8,3
8,8
8,9
8,16
8,18
8,27
8,34
8,36
8,37
8,41
8,44
8,49
8,52
8,64
8,65
8,68
8,70
8,80
8,83
9,8
9,18
9,43
9,44
9,64
10,3
10,15
10,18
10,20
10,23
10,26
10,27
10,30
10,32
10,33
10,46
10,50
10,54
10,55
10,57
10,62
10,72
10,82
13,5
13,13
13,22
13,27
13,29
13,35
13,43
13,45
13,52
13,67
13,70
15,3
15,10
15,18
15,20
15,23
15,26
15,30
15,43
15,62
16,8
16,34
16,65
17,5
17,18
17,21
17,22
17,25
17,27
17,28
17,29
17,43
17,45
17,47
17,48
17,52
17,64
17,66
17,70
17,71
17,80
17,83
18,5
18,8
18,9
18,10
18,15
18,17
18,21
18,25
18,27
18,38
18,48
18,64
18,66
18,71
18,80
18,83
19,5
19,19
19,29
19,35
19,41
19,45
19,48
19,51
20,3
20,6
20,10
20,15
20,20
20,23
20,26
20,30
20,51
20,55
20,56
20,57
20,62
21,17
21,18
21,22
21,27
21,38
21,43
21,46
21,47
21,48
21,66
21,71
21,83
22,5
22,13
22,17
22,21
22,22
22,25
22,27
22,29
22,31
22,33
22,35
22,39
22,43
22,45
22,50
22,54
22,59
22,67
22,70
22,71
22,72
23,3
23,6
23,10
23,15
23,20
23,26
23,30
23,32
23,55
23,57
23,62
24,24
24,33
24,46
24,50
24,54
24,56
24,72
25,5
25,17
25,18
25,22
25,25
25,28
25,43
25,48
25,64
26,3
26,10
26,15
26,20
26,23
26,26
26,30
26,51
26,56
26,62
27,5
27,8
27,10
27,13
27,17
27,18
27,21
27,22
27,27
27,28
27,38
27,45
27,47
27,50
27,52
27,54
27,55
27,59
27,69
27,70
28,5
28,17
28,25
28,27
28,52
29,5
29,13
29,17
29,19
29,22
29,35
29,41
29,43
29,45
29,59
29,66
29,70
30,3
30,6
30,10
30,15
30,20
30,23
30,26
30,30
30,32
30,55
30,56
30,57
30,62
31,22
31,48
31,53
31,63
31,67
31,69
32,3
32,10
32,23
32,30
32,32
32,57
33,10
33,22
33,24
33,46
33,50
33,66
33,72
33,82
34,8
34,16
34,65
34,68
35,13
35,19
35,22
35,29
35,35
35,41
35,43
35,45
35,70
36,8
37,8
38,18
38,21
38,27
38,45
38,69
38,80
38,83
39,22
39,48
39,67
41,8
41,19
41,29
41,35
41,43
41,69
42,63
42,69
43,5
43,6
43,9
43,13
43,15
43,17
43,21
43,22
43,25
43,29
43,35
43,41
43,43
43,45
43,59
43,64
43,66
43,70
44,4
44,8
44,9
45,5
45,13
45,17
45,19
45,22
45,27
45,29
45,35
45,38
45,43
45,45
45,69
45,70
46,1
46,5
46,10
46,21
46,24
46,33
46,46
46,50
46,54
46,72
46,82
47,17
47,21
47,27
47,48
47,66
47,80
47,81
48,5
48,17
48,18
48,19
48,21
48,25
48,31
48,39
48,47
48,61
48,71
48,81
48,83
49,8
49,49
49,80
50,10
50,22
50,24
50,27
50,33
50,46
50,50
50,54
50,56
50,66
50,72
51,3
51,19
51,20
51,26
52,5
52,8
52,13
52,17
52,27
52,28
52,52
52,70
52,80
53,31
53,67
53,69
54,10
54,22
54,24
54,27
54,46
54,50
54,54
54,72
55,10
55,20
55,23
55,27
55,30
56,1
56,3
56,20
56,24
56,26
56,30
56,50
56,62
57,3
57,10
57,20
57,23
57,30
57,32
57,57
59,22
59,27
59,29
59,43
60,0
60,60
61,48
61,69
62,10
62,15
62,20
62,23
62,26
62,30
62,56
62,62
62,82
63,31
63,42
63,63
64,8
64,9
64,17
64,18
64,25
64,43
64,64
65,4
65,8
65,16
65,34
65,65
66,17
66,18
66,21
66,29
66,33
66,43
66,47
66,50
66,66
66,71
67,7
67,13
67,22
67,31
67,39
67,53
68,4
68,8
68,34
69,0
69,7
69,27
69,31
69,38
69,41
69,42
69,45
69,53
69,61
70,5
70,8
70,13
70,17
70,22
70,27
70,29
70,35
70,43
70,45
70,52
71,5
71,17
71,18
71,21
71,22
71,48
71,66
71,71
71,83
72,10
72,22
72,24
72,33
72,46
72,50
72,54
72,82
80,8
80,17
80,18
80,38
80,47
80,49
80,52
81,5
81,47
81,48
82,10
82,33
82,46
82,62
82,72
83,8
83,17
83,18
83,21
83,38
83,48
83,71
