#27045,#9484
0,0
0,4
0,8
0,17
0,24
0,87
0,92
0,93
0,96
0,97
0,98
0,103
0,104
0,105
0,107
0,108
0,109
0,111
0,121
0,124
0,129
0,135
0,139
0,143
0,144
0,147
0,148
0,159
0,161
0,162
0,172
0,178
0,179
0,181
0,193
0,194
0,195
0,196
0,197
0,198
0,200
0,204
0,207
0,214
0,215
0,218
0,219
0,222
0,223
0,228
0,242
0,244
0,246
0,253
0,258
0,260
0,262
0,263
0,264
0,275
0,285
0,287
0,291
0,292
0,293
0,294
0,295
0,296
0,302
0,307
0,310
0,311
0,313
0,315
1,4
1,17
1,19
1,28
1,46
1,68
1,107
1,258
1,383
1,449
1,454
1,456
1,461
1,462
1,474
1,477
1,478
1,479
1,480
1,496
1,499
1,510
1,518
1,554
1,573
1,584
1,585
1,624
1,625
1,656
1,671
1,673
1,680
1,684
1,692
1,696
1,707
1,713
1,719
1,726
1,727
1,728
1,731
1,735
1,737
1,738
1,739
1,740
1,741
1,761
1,765
1,766
1,769
1,771
1,778
1,780
1,792
1,801
1,803
1,806
1,807
1,809
1,810
1,811
1,812
1,813
1,814
1,819
1,821
1,823
1,824
1,826
1,827
1,830
1,831
1,834
1,840
1,841
1,842
1,844
1,846
1,848
1,850
1,852
1,862
1,864
1,867
1,868
1,870
1,874
1,879
1,894
1,895
1,898
1,899
1,900
1,901
1,903
1,907
1,910
1,914
1,917
1,918
1,920
1,922
1,925
1,926
1,928
1,930
1,931
1,936
1,941
1,942
1,943
1,947
1,952
1,954
1,958
1,963
1,965
1,966
1,971
1,986
1,987
1,992
1,993
1,995
1,998
1,1002
1,1003
1,1009
1,1010
2,6
2,10
2,16
2,76
2,96
2,107
2,148
2,342
2,894
2,1016
2,1017
2,1019
2,1020
2,1022
2,1024
2,1033
2,1051
2,1057
2,1064
2,1065
2,1068
2,1070
2,1071
2,1072
2,1075
2,1077
2,1080
2,1086
2,1087
2,1088
2,1094
2,1096
2,1098
2,1113
2,1121
2,1129
2,1131
2,1137
2,1138
2,1139
2,1140
2,1141
2,1146
2,1147
2,1150
2,1155
2,1156
2,1157
2,1166
2,1167
2,1169
2,1172
2,1177
2,1180
2,1181
2,1183
2,1184
2,1187
2,1188
2,1189
2,1191
2,1193
2,1202
2,1204
2,1206
2,1207
2,1208
2,1210
2,1211
